Rank|Name|Rarity|Set
#3727|Utopia Tree|C|CUSTOM
#3728|Turntimber Ranger|C|CUSTOM
#3729|Pentad Prism|C|CUSTOM
#3730|Grand Coliseum|C|CUSTOM
#3731|Thought Monitor|C|CUSTOM
#3732|Sliver Queen, Brood Mother|C|CUSTOM
#3733|Cybership|C|CUSTOM
#3734|Citadel Gate|C|CUSTOM
#3735|Memory Jar|C|CUSTOM
#3736|Battle Angels of Tyr|C|CUSTOM
#3737|Abandoned Sarcophagus|C|CUSTOM
#3738|Relic of Sauron|C|CUSTOM
#3739|Hurkyl's Recall|C|CUSTOM
#3740|Ezio Auditore da Firenze|C|CUSTOM
#3741|Through the Breach|C|CUSTOM
#3742|Nethergoyf|C|CUSTOM
#3743|Underdark Explorer|C|CUSTOM
#3744|Primaris Eliminator|C|CUSTOM
#3745|Stillmoon Cavalier|C|CUSTOM
#3746|Dismiss|C|CUSTOM
#3747|Thousand Moons Smithy|C|CUSTOM
#3748|Barracks of the Thousand|C|CUSTOM
#3749|Borne Upon a Wind|C|CUSTOM
#3750|Triskelion|C|CUSTOM
#3751|Bottle-Cap Blast|C|CUSTOM
#3752|The Wandering Emperor|C|CUSTOM
#3753|Warren Warleader|C|CUSTOM
#3754|Rapid Prototyper|C|CUSTOM
#3755|Charismatic Conqueror|C|CUSTOM
#3756|Novice Inspector|C|CUSTOM
#3757|Sibsig Appraiser|C|CUSTOM
#3758|Vein Ripper|C|CUSTOM
#3759|Terror|C|CUSTOM
#3760|Exsanguinator Cavalry|C|CUSTOM
#3761|Ravenous Chupacabra|C|CUSTOM
#3762|The Aesir Escape Valhalla|C|CUSTOM
#3763|Wrath of Leknif|C|CUSTOM
#3764|Stifle|C|CUSTOM
#3765|Displacer Kitten|C|CUSTOM
#3766|Triumph of Saint Katherine|C|CUSTOM
#3767|Vanquisher's Banner|C|CUSTOM
#3768|Tarnation Vista|C|CUSTOM
#3769|Upheaval|C|CUSTOM
#3770|Thorough Investigation|C|CUSTOM
#3771|Sutina, Speaker of the Tajuru|C|CUSTOM
#3772|Pollywog Prodigy|C|CUSTOM
#3773|Thieving Skydiver|C|CUSTOM
#3774|Stormscale Scion|C|CUSTOM
#3775|Volcanic Spite|C|CUSTOM
#3776|Wine of Blood and Iron|C|CUSTOM
#3777|Tempt with Discovery|C|CUSTOM
#3778|Binding Grasp|C|CUSTOM
#3779|Growth-Chamber Guardian|C|CUSTOM
#3780|Omniscience|C|CUSTOM
#3781|Stridehangar Automaton|C|CUSTOM
#3782|Bloodline Keeper|C|CUSTOM
#3783|Lord of Lineage|C|CUSTOM
#3784|Bloodthirsty Conqueror|C|CUSTOM
#3785|Vorthos, Steward of Myth|C|CUSTOM
#3786|Brotherhood Regalia|C|CUSTOM
#3787|Grave Pact|C|CUSTOM
#3788|Retriever Phoenix|C|CUSTOM
#3789|Thran Portal|C|CUSTOM
#3790|Strangle|C|CUSTOM
#3791|Archaeomancer|C|CUSTOM
#3792|Zagoth Triome|C|CUSTOM
#3793|Cathars' Crusade|C|CUSTOM
#3794|Akroma's Will|C|CUSTOM
#3795|Force of Rage|C|CUSTOM
#3796|Azor's Gateway|C|CUSTOM
#3797|Sanctum of the Sun|C|CUSTOM
#3798|Triarch Praetorian|C|CUSTOM
#3799|Greensleeves, Maro-Sorcerer|C|CUSTOM
#3800|Mirage Mirror|C|CUSTOM
#3801|Obliterating Bolt|C|CUSTOM
#3802|Awaken the Woods|C|CUSTOM
#3803|Basilisk Collar|C|CUSTOM
#3804|Gainsay|C|CUSTOM
#3805|Ripjaw Raptor|C|CUSTOM
#3806|Laughing Jasper Flint|C|CUSTOM
#3807|Urza|C|CUSTOM
#3808|Teferi's Tutelage|C|CUSTOM
#3809|Twinmaw Stormbrood|C|CUSTOM
#3810|Hour of Glory|C|CUSTOM
#3811|Teval's Judgment|C|CUSTOM
#3812|Thunder Magic|C|CUSTOM
#3813|It That Betrays|C|CUSTOM
#3814|Underdome|C|CUSTOM
#3815|The Scorpion God|C|CUSTOM
#3816|Inspiring Overseer|C|CUSTOM
#3817|Valgavoth's Onslaught|C|CUSTOM
#3818|The Skullspore Nexus|C|CUSTOM
#3819|Chaos Dragon|C|CUSTOM
#3820|Treizeci, Sun of Serra|C|CUSTOM
#3821|Portent|C|CUSTOM
#3822|Trenzalore Clocktower|C|CUSTOM
#3823|Witch-king, Sky Scourge|C|CUSTOM
#3824|Sorin, Imperious Bloodlord|C|CUSTOM
#3825|Caretaker's Talent|C|CUSTOM
#3826|Toxic Deluge|C|CUSTOM
#3827|Trade Secrets|C|CUSTOM
#3828|Reality Strobe|C|CUSTOM
#3829|Coercive Portal|C|CUSTOM
#3830|Tunnel Tipster|C|CUSTOM
#3831|Chandra, Torch of Defiance|C|CUSTOM
#3832|Blightsteel Colossus|C|CUSTOM
#3833|The Scarab God|C|CUSTOM
#3834|Tower Winder|C|CUSTOM
#3835|Wick's Patrol|C|CUSTOM
#3836|Eladamri|C|CUSTOM
#3837|Ultimate Price|C|CUSTOM
#3838|Pestermite|C|CUSTOM
#3839|Hangarback Walker|C|CUSTOM
#3840|Geralf, the Fleshwright|C|CUSTOM
#3841|Creeping Tar Pit|C|CUSTOM
#3842|Ancient Runes|C|CUSTOM
#3843|Aetherworks Marvel|C|CUSTOM
#3844|Wrathful Red Dragon|C|CUSTOM
#3845|Harried Dronesmith|C|CUSTOM
#3846|Headliner Scarlett|C|CUSTOM
#3847|Spara's Headquarters|C|CUSTOM
#3848|Paradoxical Outcome|C|CUSTOM
#3849|Look Skyward and Despair|C|CUSTOM
#3850|Commandeer|C|CUSTOM
#3851|Horizon of Progress|C|CUSTOM
#3852|Cloudstone Curio|C|CUSTOM
#3853|Trouble in Pairs|C|CUSTOM
#3854|Triplicate Titan|C|CUSTOM
#3855|Rosie Cotton of South Lane|C|CUSTOM
#3856|Glen Elendra Archmage|C|CUSTOM
#3857|Greymond, Avacyn's Stalwart|C|CUSTOM
#3858|Maha, Its Feathers Night|C|CUSTOM
#3859|Sword of Feast and Famine|C|CUSTOM
#3860|Sagu Wildling|C|CUSTOM
#3861|Sheoldred|C|CUSTOM
#3862|The True Scriptures|C|CUSTOM
#3863|Teferi, Master of Time|C|CUSTOM
#3864|Spell Counter|C|CUSTOM
#3865|Grindstone|C|CUSTOM
#3866|Pillar of Flame|C|CUSTOM
#3867|Gilded Goose|C|CUSTOM
#3868|Curious Altisaur|C|CUSTOM
#3869|Torture Chamber|C|CUSTOM
#3870|General Kreat, the Boltbringer|C|CUSTOM
#3871|Incendiary Flow|C|CUSTOM
#3872|Thornvault Forager|C|CUSTOM
#3873|Monument to Endurance|C|CUSTOM
#3874|Reflecting Pool|C|CUSTOM
#3875|Opposition Agent|C|CUSTOM
#3876|Karn|C|CUSTOM
#3877|Krenko, Mob Boss|C|CUSTOM
#3878|Trapped in the Screen|C|CUSTOM
#3879|Grist, the Hunger Tide|C|CUSTOM
#3880|Kodama of the East Tree|C|CUSTOM
#3881|Ornithopter of Paradise|C|CUSTOM
#3882|Gix|C|CUSTOM
#3883|The Fallen Apart|C|CUSTOM
#3884|Saw in Half|C|CUSTOM
#3885|Sicarian Infiltrator|C|CUSTOM
#3886|What's Yours Is Now Mine|C|CUSTOM
#3887|Ghalta, Primal Hunger|C|CUSTOM
#3888|Lolth, Spider Queen|C|CUSTOM
#3889|Blue, Loyal Raptor|C|CUSTOM
#3890|Scavenger Regent|C|CUSTOM
#3891|Forbid|C|CUSTOM
#3892|Screaming Nemesis|C|CUSTOM
#3893|Wicked Pact|C|CUSTOM
#3894|Avabruck Caretaker|C|CUSTOM
#3895|Hollowhenge Huntmaster|C|CUSTOM
#3896|Lazier Goblin|C|CUSTOM
#3897|Persist|C|CUSTOM
#3898|Diabolical Salvation|C|CUSTOM
#3899|Karlach, Fury of Avernus|C|CUSTOM
#3900|Sab-Sunen, Luxa Embodied|C|CUSTOM
#3901|Reiterating Bolt|C|CUSTOM
#3902|Thundering Falls|C|CUSTOM
#3903|Kobold Taskmaster|C|CUSTOM
#3904|When Will You Learn?|C|CUSTOM
#3905|Spellskite|C|CUSTOM
#3906|Moss Diamond|C|CUSTOM
#3907|Rules Lawyer|C|CUSTOM
#3908|Vicious Offering|C|CUSTOM
#3909|Siegehorn Ceratops|C|CUSTOM
#3910|Puresteel Angel|C|CUSTOM
#3911|Accursed Marauder|C|CUSTOM
#3912|Sheoldred's Edict|C|CUSTOM
#3913|Valgavoth's Lair|C|CUSTOM
#3914|Twinflame Tyrant|C|CUSTOM
#3915|Ainok Strike Leader|C|CUSTOM
#3916|Basilisk Gate|C|CUSTOM
#3917|Yidaro, Wandering Monster|C|CUSTOM
#3918|Roiling Dragonstorm|C|CUSTOM
#3919|Illustrious Wanderglyph|C|CUSTOM
#3920|Roil Eruption|C|CUSTOM
#3921|Summon: Titan|C|CUSTOM
#3922|Fatal Push|C|CUSTOM
#3923|Indominus Rex, Alpha|C|CUSTOM
#3924|Ebondeath, Dracolich|C|CUSTOM
#3925|Ruin Crab|C|CUSTOM
#3926|Fiery Confluence|C|CUSTOM
#3927|On Thin Ice|C|CUSTOM
#3928|Will of the Abzan|C|CUSTOM
#3929|Nature Demands an Offering|C|CUSTOM
#3930|Patchwork Banner|C|CUSTOM
#3931|Incubation Druid|C|CUSTOM
#3932|Siege Veteran|C|CUSTOM
#3933|Carnage Tyrant|C|CUSTOM
#3934|Echoing Return|C|CUSTOM
#3935|Spinner of Souls|C|CUSTOM
#3936|Summon: Knights of Round|C|CUSTOM
#3937|Assaultron Dominator|C|CUSTOM
#3938|Karn, the Great Creator|C|CUSTOM
#3939|Fire Ambush|C|CUSTOM
#3940|Liliana, Dreadhorde General|C|CUSTOM
#3941|Trinisphere|C|CUSTOM
#3942|Displace|C|CUSTOM
#3943|Indoraptor, the Perfect Hybrid|C|CUSTOM
#3944|Helm of Possession|C|CUSTOM
#3945|Hostile Negotiations|C|CUSTOM
#3946|Golden Egg|C|CUSTOM
#3947|Metalworker|C|CUSTOM
#3948|Irenicus's Vile Duplication|C|CUSTOM
#3949|Journey to Nowhere|C|CUSTOM
#3950|Pantlaza, Sun-Favored|C|CUSTOM
#3951|Machine God's Effigy|C|CUSTOM
#3952|Ascendant Spirit|C|CUSTOM
#3953|Sword of the Animist|C|CUSTOM
#3954|Three Steps Ahead|C|CUSTOM
#3955|The Weatherseed Treaty|C|CUSTOM
#3956|Firemind Vessel|C|CUSTOM
#3957|Battle Cry Goblin|C|CUSTOM
#3958|Elspeth Tirel|C|CUSTOM
#3959|History of Benalia|C|CUSTOM
#3960|_____ Goblin|C|CUSTOM
#3961|Legion Angel|C|CUSTOM
#3962|Exotic Orchard|C|CUSTOM
#3963|Eviscerate|C|CUSTOM
#3964|Standstill|C|CUSTOM
#3965|Obsidian Obelisk|C|CUSTOM
#3966|Gemhide Sliver|C|CUSTOM
#3967|God-Eternal Kefnet|C|CUSTOM
#3968|Static Net|C|CUSTOM
#3969|Murmuring Mystic|C|CUSTOM
#3970|Llawan, Cephalid Empress|C|CUSTOM
#3971|Cecil, Dark Knight|C|CUSTOM
#3972|Cecil, Redeemed Paladin|C|CUSTOM
#3973|Arni Metalbrow|C|CUSTOM
#3974|Shadowgrange Archfiend|C|CUSTOM
#3975|Sai, Master Thopterist|C|CUSTOM
#3976|Fathom Fleet Boarder|C|CUSTOM
#3977|Grafted Wargear|C|CUSTOM
#3978|Etali, Primal Storm|C|CUSTOM
#3979|Caller of the Untamed|C|CUSTOM
#3980|Horobi's Whisper|C|CUSTOM
#3981|Lavinia, Foil to Conspiracy|C|CUSTOM
#3982|Fluctuator|C|CUSTOM
#3983|Sorcerous Sight|C|CUSTOM
#3984|Aether Spellbomb|C|CUSTOM
#3985|Iraxxa, Empress of Mars|C|CUSTOM
#3986|Auton Soldier|C|CUSTOM
#3987|Valgavoth, Terror Eater|C|CUSTOM
#3988|One Ring to Rule Them All|C|CUSTOM
#3989|Trenchpost|C|CUSTOM
#3990|Ruxa, Patient Professor|C|CUSTOM
#3991|Season of Weaving|C|CUSTOM
#3992|Treasure Cruise|C|CUSTOM
#3993|Tidings|C|CUSTOM
#3994|Gisa, the Hellraiser|C|CUSTOM
#3995|Rona, Herald of Invasion|C|CUSTOM
#3996|Rona, Tolarian Obliterator|C|CUSTOM
#3997|Ritual of Soot|C|CUSTOM
#3998|Kitesail Freebooter|C|CUSTOM
#3999|Scrap Trawler|C|CUSTOM
#4000|Sleight of Hand|C|CUSTOM
